"CCU","Description","Description Group","Supplier","Ownership","Department","Last Seen","Last Seen Date","Test Expiry","Pressure Test Expiry","Disposal Date","Reporting Period"
"SBIU4009964","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU4009970","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-09-22","","","","2021-08-03"
"SBIU4009985","40'GP","40' Container","Gorgon Owned","GFP","","Civmec Construction and Engineering","2025-08-06","","","","2021-08-03"
"SBIU4009990","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU4010008","40'GP","40' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4010013","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4010029","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4010034","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4010040","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4010055","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU4010060","40'GP","40' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU4010076","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4010081","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU4010097","40'GP","40' Container","Gorgon Owned","Gorgon Ops","ABU SCM BWI","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4010100","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2024-08-16","","","","2021-08-03"
"SBIU4010116","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2021-12-08","","","","2021-08-03"
"SBIU4010121","40FT GENERAL PURPOSE","","Gorgon Owned","Gorgon Ops","","Dampier","2020-04-05","","","","2022-12-20"
"SBIU4010137","40'GP","40' Container","Gorgon Owned","Gorgon Ops","GGN TA","","2018-12-09","","","","2021-08-03"
"SBIU4010142","40'GP Storage","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4010163","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4010179","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4010184","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4010190","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4010203","40'GP","40' Container","Gorgon Owned","GFP","","Perth Supply Base","2023-11-14","","","","2021-08-03"
"SBIU4010219","40'GP","40' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4010224","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Dampier","2021-03-19","","","","2021-08-03"
"SBIU4010230","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4010245","40'GP Storage","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4010250","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-06-08","","","","2021-08-03"
"SBIU4010266","40'GP","40' Container","Gorgon Owned","GFP","GFP","","2017-01-10","","","","2021-08-03"
"SBIU4010271","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU4010287","40FT GENERAL PURPOSE","","Gorgon Owned","Gorgon Ops","","Dampier","2020-05-04","","","","2022-12-20"
"SBIU4010292","40'GP","40' Container","Gorgon Owned","GFP","GGN TA111","Perth Supply Base","2025-02-17","","","2025-01-31","2021-08-03"
"SBIU4010306","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS",,"","","","","2021-08-03"
"SBIU4010311","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4010327","40'GP","40' Container","Gorgon Owned","GFP","","Sadleirs Resources","2023-10-08","","","","2021-08-03"
"SBIU4010332","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Dampier","2021-02-04","","","","2021-08-03"
"SBIU4010348","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4011198","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4011583","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4012002","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4012980","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4018891","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4100014","40'HC","40' High Cube","Gorgon Owned","GFP","","Barrow Island MOF","2021-12-08","","","","2021-08-03"
"SBIU4100020","40'HC","40' High Cube","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU4100035","40'HC","40' High Cube","Gorgon Owned","GFP","","ROSS'S AUCTIONEERS & VALUERS","2025-09-02","","","","2021-08-03"
"SBIU4100040","40'HC","40' High Cube","Gorgon Owned","GFP","GFP","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4100056","40'HC","40' High Cube","Gorgon Owned","GFP","","Barrow Island MOF","2021-12-08","","","","2021-08-03"
"SBIU4100061","40'HC","40' High Cube","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU4100077","40'HC","40' High Cube","Gorgon Owned","GFP","","Barrow Island MOF","2021-12-08","","","","2021-08-03"
"SBIU4100082","40'HC Storage","40' High Cube","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU4100098","40'HC Storage","40' High Cube","Gorgon Owned","Gorgon Ops","UNASSIGNED EMPTY ASSET","Dampier Supply Base - Area C","2019-01-17","","","","2021-08-03"
"SBIU4100101","40'HC","40' High Cube","Gorgon Owned","GFP","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4100122","CONTAINER 40FT HIGH CUBE GENERAL PURPOSE","","Gorgon Owned","","","Sadleirs Resources","2023-03-18","2014-12-01","","","2022-11-28"
"SBIU4100138","40'HC","40' High Cube","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU4100143","40'HC","40' High Cube","Gorgon Owned","GFP","","ROSS'S AUCTIONEERS & VALUERS","2025-09-02","","","","2021-08-03"
"SBIU4100159","40'HC","40' High Cube","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4100164","40'HC","40' High Cube","Gorgon Owned","GFP","","Barrow Island MOF","2021-12-08","","","","2021-08-03"
"SBIU4100170","40'HC Storage","40' High Cube","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2024-07-13","","","","2021-08-03"
"SBIU4100185","40'HC Storage","40' High Cube","Gorgon Owned","GFP","GORGON OPERATIONS","","2017-09-09","","","","2021-08-03"
"SBIU4100210","40'HC","40' High Cube","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU4100230","40'HC","40' High Cube","Gorgon Owned","GFP","","Barrow Island MOF","2024-02-19","","","","2021-08-03"
"SBIU4100246","40'HC","40' High Cube","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU4100251","40'HC","40' High Cube","Gorgon Owned","GFP","","Barrow Island MOF","2024-06-16","","","","2021-08-03"
"SBIU4100267","40'HC","40' High Cube","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2024-03-10","","","","2021-08-03"
"SBIU4100272","40'HC","40' High Cube","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU4100288","40'HC Storage","40' High Cube","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU4100293","40'HC","40' High Cube","Gorgon Owned","GFP","WHSUS - MM - TURNAROUND","Wheatstone Downstream","2023-04-21","","","","2021-08-03"
"SBIU4100307","40FT HIGH CUBE","","Gorgon Owned","Gorgon Ops","","Dampier","2020-07-06","","","","2022-12-20"
"SBIU4100312","40'HC","40' High Cube","Gorgon Owned","GFP","GFP","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU4100328","40'HC","40' High Cube","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Dampier","2019-01-24","","","","2021-08-03"
"SBIU4100333","40'HC","40' High Cube","Gorgon Owned","GFP","GFP","Disposal Contractor","2025-05-05","","","2025-05-06","2021-08-03"
"SBIU4110999","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4300007","40'REEFER WASTE","40' Reefer","Gorgon Owned","GFP","GFP","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4300028","40'REEFER STORAGE","40' Reefer","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4300033","40'REEFER STORAGE","40' Reefer","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS",,"","","","","2021-08-03"
"SBIU4400006","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","","Disposal Contractor","2024-07-30","","","2024-07-31","2021-08-03"
"SBIU4400011","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","GFP","","2017-08-09","","","","2021-08-03"
"SBIU4400027","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4400032","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","","Disposal Contractor","2022-08-30","","","2022-08-31","2021-08-03"
"SBIU4400048","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU4400053","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","GFP","Perth Supply Base","2025-12-01","","","","2021-08-03"
"SBIU4400069","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","UN","Dampier Supply Base - Area C","2025-11-06","","","","2021-08-03"
"SBIU4400074","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4400080","40'FR BOLS Storage","40' Flatrack","Gorgon Owned","GFP","","Barrow Island MOF","2024-10-29","","","","2021-08-03"
"SBIU4400095","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4400109","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4400114","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4400120","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","GFP","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4400135","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4400140","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","","Barrow Island MOF","2022-07-30","","","","2021-08-03"
"SBIU4400156","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4400161","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","","Barrow Island Crane","2025-06-22","","","2022-12-13","2021-08-03"
"SBIU4400177","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU4400182","40'FR BOLS Storage","40' Flatrack","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU4400198","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4400201","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","GFP","Disposal Contractor","2022-07-12","","","2022-07-13","2021-08-03"
"SBIU4400217","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2022-07-30","","","","2021-08-03"
"SBIU4400222","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4400238","40'FR BOLS Local Shipping","40' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Disposal Contractor","2022-10-30","","","2022-10-31","2021-08-03"
"SBIU4400243","40'FR BOLS Storage","40' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4400259","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","","Perth Supply Base","2025-11-06","","","","2021-08-03"
"SBIU4400264","40'FR BOLS Storage","40' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4400270","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4400285","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","","Perth Supply Base","2025-10-15","","","","2021-08-03"
"SBIU4400290","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU4400310","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","","Disposal Contractor","2022-08-30","","","2022-08-31","2021-08-03"
"SBIU4400325","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","ABU SCM Waste","Dampier","2025-10-18","","","","2021-08-03"
"SBIU4400330","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU4400346","40'FR BOLS Storage","40' Flatrack","Gorgon Owned","GFP","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4400351","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4400367","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","GFP","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4400372","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","","Disposal Contractor","2024-07-30","","","2024-07-31","2021-08-03"
"SBIU4400388","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU4400393","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Dampier Supply Base - Area C","2025-11-06","","","","2021-08-03"
"SBIU4400407","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","ABU SCM BWI","Dampier","2020-11-09","","","","2021-08-03"
"SBIU4400412","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","","Pickles Auctions - Perth","2022-11-14","","","2022-02-15","2021-08-03"
"SBIU4400428","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4400433","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4400449","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","GFP","","2017-02-09","","","","2021-08-03"
"SBIU4400454","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4400460","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","","Dampier Supply Base - Area C","2024-08-26","","","","2021-08-03"
"SBIU4400475","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Dampier","2024-07-31","","","","2021-08-03"
"SBIU4400480","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU4400496","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4400500","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Dampier","2025-10-18","","","","2021-08-03"
"SBIU4400515","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4400536","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","ABU SCM Waste","Dampier Supply Base - Area C","2025-11-06","","","","2021-08-03"
"SBIU4400541","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","UN","Barrow Island","2025-09-16","","","","2021-08-03"
"SBIU4400557","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU4400562","40'FR BOLS Storage","40' Flatrack","Gorgon Owned","GFP","GFP","","2017-02-09","","","","2021-08-03"
"SBIU4400578","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","","Barrow Island MOF","2023-12-31","","","","2021-08-03"
"SBIU4400583","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4400599","40'FR BOLS","40' Flatrack","Gorgon Owned","GFP","","Disposal Contractor","2022-10-30","","","2022-10-31","2021-08-03"
"SBIU4400602","40'FR","40' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2023-01-18","","","","2021-08-03"
"SBIU4400618","40'FR","40' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Amc Australian Marine Complex Western Australia","2025-10-23","","","","2021-08-03"
"SBIU4400623","40'FR","40' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","","2019-10-01","","","","2021-08-03"
"SBIU4400639","40'FR","40' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2025-10-20","2024-06-01","","","2021-08-03"
"SBIU4400644","40'FR Storage","40' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4400650","40'FR","40' Flatrack","Gorgon Owned","GFP","ABU FE - GORGON","Perth Supply Base","2024-04-29","","","","2021-08-03"
"SBIU4400670","40'FR","40' Flatrack","Gorgon Owned","GFP","ABU FE - GORGON","Barrow Island MOF","2019-06-27","","","","2021-08-03"
"SBIU4400705","40'FR","40' Flatrack","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU4400710","40'FR","40' Flatrack","Gorgon Owned","GFP","ABU SCM Waste","Perth Supply Base","2023-01-14","","","2023-01-10","2021-08-03"
"SBIU4400726","40'FR","40' Flatrack","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU4400731","40'FR","40' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","AGC - KWINANA","2025-10-14","","","","2021-08-03"
"SBIU4400747","40'FR","40' Flatrack","Gorgon Owned","GFP","GFP","Pickles Auctions - Perth","2025-11-06","","","","2021-08-03"
"SBIU4400789","40'FR","40' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2025-08-27","","","","2021-08-03"
"SBIU4400794","40'FR","40' Flatrack","Gorgon Owned","GFP","WA Oil","Barrow Island","2025-04-18","","","","2021-08-03"
"SBIU4400808","40'FR","40' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","AMC","2025-10-14","","","","2021-08-03"
"SBIU4400813","40'FR","40' Flatrack","Gorgon Owned","GFP","Unknown","Barrow Island MOF","2025-08-27","","","","2021-08-03"
"SBIU4400829","40FT FLATRACK","","Gorgon Owned","Gorgon Ops","","Dampier","2021-12-22","","","","2022-12-20"
"SBIU4400834","40'FR","40' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2024-05-22","","","","2021-08-03"
"SBIU4400855","40'FR","40' Flatrack","Gorgon Owned","GFP","ABU SCM BWI","Perth Supply Base","2025-06-24","","","","2021-08-03"
"SBIU4400860","40'FR","40' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2025-09-19","","","","2021-08-03"
"SBIU4400876","40'FR","40' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Dampier","2025-11-23","","","","2021-08-03"
"SBIU4400881","40'FR","40' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","2023-01-10","2021-08-03"
"SBIU4400897","40'FR Storage","40' Flatrack","Gorgon Owned","GFP","WA Oil","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4400921","40'FR","40' Flatrack","Gorgon Owned","GFP","","Barrow Island","2025-10-17","","","","2021-08-03"
"SBIU4400937","40'FR","40' Flatrack","Gorgon Owned","GFP","GFP","","2017-11-10","","","","2021-08-03"
